DateTime,AddedIPs,RemovedIPs
1601434890,15,13
1601436728,28,12
1601438900,15,24
1601440831,20,9
1601442989,12,20
1601444887,8,23
1601446810,9,21
1601448728,13,13
1601450699,20,20
1601452568,16,21
1601454488,13,21
1601457404,46,19
1601459293,18,15
1601461249,20,17
1601463132,14,15
1601465054,12,13
1601467005,41,12
1601468893,22,18
1601471771,26,20
1601473690,14,15
1601475634,16,15
1601477533,14,5
1601479455,18,7
1601481398,18,28
1601483289,19,11
1601485401,18,18
1601487393,13,20
1601489374,15,45
1601491210,17,10
1601493142,747,5
1601495076,2920,16
1601496971,2432,6
1601498891,564,7
1601500810,13,16
1601502727,13,13
1601504679,15,11
1601506569,16,13
1601508493,10,9
1601510482,15,20
1601512330,87,11
1601514528,18,13
1601516414,5,10
1601518370,7,10
1601520261,24,12
1601522208,56,29
1601524681,155,12
1601526506,414,10
1601529906,228,12
1601532432,402,8
1601534339,390,11
1601536502,445,16
1601538400,464,14
1601540252,319,6
1601542189,425,11
1601544057,250,31
1601545974,18,10
1601547874,4,15
1601549801,745,7
1601551753,626,9
1601553700,605,15
1601555557,473,13
1601557725,530,12
1601559655,601,7
1601561532,735,7
1601563474,798,8
1601565371,493,11
1601567291,933,7
1601569248,563,13
1601571126,834,11
1601573068,490,7
1601575020,236,6
1601576913,175,11
1601578871,185,69
1601580768,164,603
1601582919,205,958
1601584826,267,432
1601586796,210,18
1601588698,172,9
1601590613,189,11
1601592513,218,9
1601594454,112,7
1601596363,291,10
1601598287,211,8
1601600262,218,13
1601602125,149,3
1601605216,421,8
1601607273,244,33
1601609291,177,87
1601611260,127,102
1601613137,3,372
1601615296,8,88
1601617214,7,191
1601619153,5,215
1601621048,10,324
1601623230,9,344
1601625129,9,400
1601627097,5,335
1601629029,7,428
1601631138,8,178
1601633095,10,16
1601634978,17,190
1601636924,56,225
1601638812,203,231
1601640735,228,211
1601642655,203,406
1601644574,399,346
1601646529,353,393
1601648423,398,443
1601650358,435,347
1601652286,343,372
1601654193,368,412
1601656113,402,244
1601658983,251,288
1601660897,276,13
1601662835,11,9
1601664738,5,5
1601666653,5,15
1601668596,2,13
1601670502,13,9
1601673435,26,15
1601675290,10,5
1601677259,1266,5
1601679158,12,7
1601681077,13,10
1601682969,9,11
1601684918,661,14
1601687796,1488,9
1601689692,1041,8
1601691632,761,14
1601694870,1614,12
1601696955,1536,7
1601698822,1152,7
1601700744,1116,5
1601702709,1003,5
1601704596,1126,4
1601706506,1156,4
1601708519,266,12
1601710345,7,3
1601712277,7,6
1601714213,11,6
1601716103,5,5
1601718045,8,12
1601719977,27,5
1601721867,8,5
1601723798,4,6
1601725734,5,4
1601727663,6,5
1601729547,4,4
1601731495,9,7
1601733385,4,10
1601735304,11,8
1601738406,903,16
1601740334,496,5
1601742273,489,6
1601744172,264,9
1601746091,7,9
1601748048,3,4
1601749929,7,11
1601752099,7,13
1601754011,7,4
1601755960,6,2
1601757852,8,5
1601759774,8,5
1601761714,47,11
1601763611,8,787
1601765530,10,7
1601767481,8,11
1601769369,5,5
1601771293,3,591
1601773308,4,1042
1601775138,9,838
1601777072,5,838
1601779000,13,686
1601780901,17,748
1601782816,12,1313
1601784760,8,1136
1601786658,3,1007
1601788570,7,994
1601790519,9,1033
1601792412,4,1062
1601794332,92,512
1601796279,7,8
1601798177,2,10
1601800090,9,10
1601802114,6,5
1601803939,18,8
1601805853,6,39
1601807796,36,16
1601809710,10,59
1601811609,57,36
1601813563,43,49
1601815450,50,70
1601817371,85,41
1601819317,48,96
1601821211,92,186
1601823131,185,241
1601825087,239,47
1601826972,56,45
1601828891,48,53
1601830884,55,64
1601832740,60,38
1601834652,31,75
1601836602,77,81
1601838494,81,72
1601840415,75,8
1601842363,7,4
1601844254,4,6
1601846177,5,9
1601848120,65,48
1601850014,5,5
1601851935,8,9
1601853883,10,8
1601855778,3,3
1601857693,6,2
1601860806,11,856
1601862728,19,925
1601864679,14,757
1601866575,10,833
1601868490,7,385
1601870455,12,9
1601872332,8,9
1601874494,15,6
1601876413,7,8
1601878358,8,5
1601880249,9,116
1601882169,124,9
1601884112,16,2
1601886008,14,8
1601887928,11,7
1601889877,15,19
1601891770,602,10
1601893688,1598,12
1601895683,1644,27
1601897534,1548,41
1601899472,1531,96
1601901398,1733,146
1601903291,1403,314
1601905212,379,363
1601907160,236,381
1601909055,303,275
1601910968,1223,412
1601912921,333,165
1601914807,389,119
1601916727,121,193
1601918678,140,252
1601920570,148,317
1601922487,225,233
1601924504,303,427
1601926329,207,282
1601928252,330,40
1601930197,352,1
1601932091,90,6
1601934014,4,72
1601935959,14,6
1601937850,4,6
1601939769,7,6
1601941716,8,3
1601943613,7,7
1601945529,10,7
1601947477,6,6
1601949370,10,16
1601951537,7,12
1601953457,8,8
1601955398,15,4
1601957291,8,7
1601959217,48,7
1601961160,6,7
1601963051,8,5
1601964970,4,7
1601966915,8,6
1601968814,5,11
1601970730,16,11
1601972679,10,11
1601974571,9,9
1601976496,10,9
1601978492,9,757
1601980337,5,1583
1601982252,27,1478
1601984197,35,1647
1601986090,50,1546
1601988013,115,1684
1601989960,104,1141
1601991856,117,496
1601993775,1258,783
1601995714,973,1004
1601997608,825,893
1601999531,1100,887
1602001479,1349,719
1602003371,893,279
1602005289,71,176
1602007266,8,147
1602009134,9,306
1602011052,13,342
1602012995,10,290
1602014893,15,460
1602017057,15,389
1602018977,10,9
1602020892,10,9
1602022809,12,9
1602024753,14,5
1602026654,4,9
1602028571,7,6
1602030512,11,14
1602032490,8,10
1602034357,20,11
1602036262,11,15
1602038175,13,5
1602040115,5,14
1602042016,8,14
1602043969,12,10
1602045961,13,53
1602047769,7,8
1602049691,12,5
1602051636,14,5
1602053530,14,10
1602055452,23,1396
1602057395,15,10
1602059288,9,7
1602061255,12,10
1602063156,7,11
1602065052,6,7
1602066970,10,6
1602068926,8,30
1602070810,30,47
1602072761,31,10
1602074655,17,9
1602076569,10,10
1602078515,11,176
1602080409,8,1460
1602082329,16,819
1602084274,14,584
1602086173,22,923
1602088113,11,1106
1602090992,19,243
1602092887,27,11
1602094808,4,14
1602096756,12,16
1602098651,20,13
1602100570,10,12
1602102515,11,15
1602104442,9,7
1602106355,12,10
1602108254,13,17
1602110168,15,5
1602112121,6,11
1602114287,12,8
1602116172,5,13
1602118092,5,12
1602120039,1399,17
1602121936,1183,15
1602123884,999,13
1602125780,1138,9
1602127695,525,8
1602129676,7,14
1602131535,11,12
1602133459,11,8
1602135404,5,6
1602137300,6,14
1602139216,12,13
1602141165,7,17
1602143070,8,13
1602144973,11,10
1602146919,8,8
1602148816,7,12
1602150735,16,5
1602152683,13,7
1602154575,7,8
1602156741,16,10
1602158655,15,9
1602160604,16,15
1602162500,8,8
1602164420,9,11
1602166366,10,10
1602168259,8,9
1602170173,9,21
1602172121,6,21
1602174014,12,4
1602175934,14,12
1602177883,8,14
1602179778,12,16
1602181719,10,4
1602183647,10,7
1602185534,9,14
1602187485,13,11
1602189373,19,10
1602191296,10,10
1602193240,22,14
1602195141,22,13
1602197056,15,12
1602198978,14,9
1602200891,14,8
1602202840,13,6
1602204732,13,124
1602206656,14,1460
1602208603,8,1217
1602210493,10,899
1602212450,11,1152
1602214359,12,392
1602216252,13,7
1602218134,17,18
