DateTime,AddedIPs,RemovedIPs
1600862957,2,0
1600864808,1,0
1600868914,3,0
1600870807,2,0
1600872732,1,0
1600876600,1,0
1600878513,1,0
1600888118,1,0
1600902525,1,0
1600904415,3,0
1600910169,1,0
1600914014,1,0
1600919820,0,13
1600921689,1,0
1600933457,1,0
1600939209,1,0
1600941132,1,0
1600951938,1,0
1600953916,1,0
1600955810,2,1
1600957725,2,0
1600959685,1,0
1600961582,0,2
1600965370,0,3
1600974984,1,0
1600976926,1,0
1600982690,0,22
1600988489,2,0
1600996253,1,0
1601000190,3,0
1601002090,4,0
1601004006,1,0
1601005952,1,0
1601007848,1,0
1601009791,1,1
1601011687,1,0
1601014565,1,0
1601016504,1,0
1601024166,1,0
1601026088,1,0
1601028057,1,0
1601029952,1,0
1601031886,1,0
1601046766,1,0
1601048652,1,0
1601052518,1,0
1601054418,1,0
1601060452,1,0
1601062361,2,0
1601066172,2,0
1601070255,2,0
1601074114,0,21
1601077928,1,0
1601081770,0,1
1601083624,1,0
1601085873,0,1
1601087833,2,6
1601089799,2,0
1601091612,0,1
1601093532,0,1
1601095477,0,1
1601097382,0,1
1601099304,1,2
1601103139,1,1
1601108915,0,1
1601111771,1,1
1601113691,0,1
1601115607,1,0
1601117527,1,2
1601119451,1,0
1601121471,1,0
1601126212,1,0
1601128092,1,0
1601132174,0,1
1601134126,0,1
1601139912,0,2
1601147771,1,3
1601149691,1,0
1601151661,2,1
1601153529,1,1
1601157392,0,2
1601159289,2,0
1601161245,1,0
1601163151,2,0
1601165070,2,1
1601167013,1,0
1601168915,1,0
1601170991,1,1
1601172838,0,1
1601174729,0,2
1601176598,1,1
1601178493,1,0
1601180433,1,0
1601186201,0,1
1601188091,1,0
1601190975,0,1
1601195072,1,0
1601199135,2,1
1601203010,0,2
1601204899,3,1
1601206806,1,0
1601208754,1,1
1601212572,0,1
1601214514,0,1
1601218352,2,0
1601226998,2,0
1601234674,1,1
1601236568,0,2
1601238513,0,1
1601240434,0,1
1601242361,2,0
1601244285,2,1
1601246193,0,1
1601248366,2,2
1601250251,0,2
1601252201,2,2
1601254330,0,1
1601256252,2,1
1601260351,1,0
1601264168,1,1
1601266131,0,2
1601268011,1,0
1601269929,1,0
1601271897,1,0
1601273769,0,1
1601277634,1,0
1601281452,1,1
1601285292,2,1
1601287362,0,1
1601289391,3,0
1601291335,0,3
1601293239,0,1
1601295176,2,1
1601300946,2,0
1601304755,1,0
1601306695,1,0
1601310523,2,0
1601327768,1,0
1601331606,1,0
1601333548,2,0
1601335515,2,0
1601345119,1,0
1601350844,1,0
1601356570,1,0
1601360406,2,0
1601370985,3,0
1601372889,2,0
1601374852,1,0
1601390408,0,2
1601398113,0,1
1601400012,1,1
1601401930,0,23
1601413750,1,0
1601415631,1,0
1601417566,2,0
1601419457,1,0
1601431000,1,0
1601436011,1,0
1601443960,1,0
1601445946,1,0
1601449696,1,0
1601453568,1,0
1601455450,1,0
1601457403,1,0
1601463132,2,1
1601467005,0,1
1601468891,1,23
1601473689,2,0
1601479452,1,0
1601485351,1,0
1601487179,0,1
1601491209,1,0
1601493139,1,0
1601495074,1,0
1601498890,1,0
1601500809,1,1
1601502726,0,1
1601504677,1,3
1601508491,1,0
1601515222,2,0
1601517126,1,1
1601519072,2,0
1601523138,1,1
1601525080,1,0
1601526996,3,0
1601528901,1,0
1601530838,0,1
1601533247,1,1
1601535395,0,1
1601537578,2,0
1601540659,1,2
1601544515,1,1
1601550277,0,2
1601552171,1,0
1601554125,2,0
1601556013,0,1
1601558184,3,0
1601560092,0,2
1601565881,2,1
1601569688,3,0
1601571647,0,1
1601573557,1,0
1601575506,4,0
1601577399,1,0
1601579295,1,2
1601581226,1,1
1601583154,3,0
1601585051,0,1
1601587217,1,1
1601591053,0,1
1601594912,0,1
1601597773,1,0
1601599690,1,0
1601601633,0,2
1601603559,0,1
1601605472,1,1
1601609289,1,1
1601612200,0,3
1601614129,0,2
1601616032,0,1
1601619881,0,1
1601623942,1,2
1601627823,0,1
1601631642,0,1
1601635495,1,0
1601637396,1,0
1601639307,1,3
1601643145,1,1
1601645090,0,2
1601651771,0,2
1601655620,0,2
1601657552,1,1
1601659452,0,1
1601661424,0,4
1601663294,0,1
1601665236,0,1
1601667234,0,1
1601669089,1,3
1601672956,1,1
1601674810,1,0
1601676756,1,0
1601684647,1,1
1601686572,0,1
1601692356,0,1
1601694258,1,0
1601696196,0,1
1601698094,1,0
1601700011,1,0
1601709608,0,1
1601711526,1,0
1601719250,1,0
1601721131,0,1
1601723294,0,1
1601725206,0,1
1601729051,0,1
1601732914,1,0
1601736728,3,0
1601740567,1,0
1601742487,3,0
1601744456,0,1
1601748251,2,0
1601754008,0,1
1601755958,1,0
1601759772,0,2
1601761711,0,1
1601763609,1,0
1601765528,2,0
1601769367,1,1
1601773252,2,0
1601775135,1,0
1601777068,4,0
1601778997,2,0
1601780898,2,1
1601782813,1,0
1601784758,1,2
1601790517,1,0
1601794330,2,0
1601798173,0,1
1601800088,1,0
1601802059,1,0
